-0.84178,1.1297
-0.66659,0.81224
-0.76533,1.4675
-0.55211,1.6462
-0.72291,1.1538
-0.75125,1.254
-1.0176,1.7412
-0.809,1.1436
-0.7563,1.5244
-0.73752,0.96608
-0.66684,1.0799
-0.61047,0.94709
-0.70434,1.6223
-0.75922,1.5247
-0.79774,1.4341
-0.50766,1.3312
-0.79998,1.2256
-0.70479,1.3792
-0.62874,1.3545
-0.67036,0.70537
-0.69148,1.5131
-0.56676,1.5908
-0.6383,1.2713
-0.70839,1.0006
-0.81397,1.1504
-0.7207,1.7215
-0.64384,1.5732
-0.60529,1.4273
-0.70027,1.4087
-0.5079,1.3449
-0.70037,1.2559
-0.58153,1.3416
-0.39129,1.5987
-0.43139,1.4041
-0.31968,1.5882
-0.64749,1.432
-0.18836,0.84486
-0.62204,1.4287
-0.55158,1.1135
-0.55649,1.2164
-0.6624,1.4265
-0.55707,1.238
-0.66241,1.135
-0.68461,1.2137
-0.66055,1.1362
-0.37133,1.7497
-0.72398,1.052
-0.93698,1.7227
-0.64266,1.6516
-0.75377,1.1317
-0.79697,1.1499
-0.83818,1.6281
-0.69668,1.0455
-0.6654,0.8826
-0.60815,1.01
-0.46938,1.4899
-0.49776,1.5312
-0.43264,1.391
-0.34429,1.4676
-0.65977,1.3794
-0.64604,1.1779
-0.99758,0.63011
-0.59355,1.0024
0.13662,1.6953
-0.50819,1.1232
0.31903,1.5046
-0.74661,1.35
-0.49035,1.2621
-0.49982,1.3726
-0.68285,1.0211
-0.63823,1.2235
-0.62433,1.0691
-0.5502,1.0092
-1.3586,-0.40559
-0.69556,1.0455
-0.48734,1.2375
-0.35889,0.93141
-0.55157,0.79585
-1.4431,0.065245
-0.4854,1.0267
-0.31743,1.215
-0.55277,1.2325
-0.86242,1.186
-0.63651,1.0255
-1.374,-0.33044
-0.78143,1.5828
-1.211,0.71443
-1.113,0.7365
-0.66169,1.1298
-1.3899,0.66539
-1.3796,-0.39262
-1.6647,0.1935
0.11769,0.58077
-0.35728,0.99569
-0.055033,0.7403
-0.62388,0.79148
-0.092338,0.17053
-0.60603,0.10991
-0.85879,0.47083
-1.7366,-0.77208
-0.94305,1.5252
-0.79883,1.5691
-0.93642,1.3447
-0.7745,1.5709
-0.80095,1.466
-1.1503,1.7917
-2.107,-0.84733
-0.50473,0.54757
-0.4007,0.57574
-2.1906,-0.3992
-1.6712,0.59639
-0.64855,0.82867
0.91621,1.7833
-0.561,0.89863
-1.5248,1.0412
-2.6555,1.4923
-0.88317,1.1379
-0.74837,0.92559
-0.65437,1.0388
-0.59671,1.023
-0.56025,0.98242
-0.61213,1.0175
-0.68833,1.0524
-0.59722,1.0861
-0.48505,1.0076
-0.66049,1.0073
-0.68974,1.0556
-0.57151,0.99618
-0.64579,0.97122
-0.60119,1.07
-0.91324,1.4959
-0.57548,1.1166
-0.7019,0.95114
-0.67147,1.1147
-0.65763,1.2544
-0.68943,1.0066
-0.81798,1.0508
-0.47445,0.99588
-0.70766,1.0909
-0.67044,1.1145
-0.68926,1.0742
-0.58693,0.94403
-0.49397,0.96872
-0.65796,1.078
-0.85468,1.0699
-0.59782,1.002
-0.72199,0.92616
-0.62496,1.0657
-0.70025,1.0167
-0.83468,1.0412
-0.67038,1.0478
-0.57649,1.0329
-0.53943,1.1478
-0.62601,1.0204
-0.53929,1.1125
-0.68901,1.2411
-0.63245,1.2774
-0.77157,1.465
-0.65087,1.6191
-0.66426,1.57
-0.86856,1.3666
-0.80949,1.5889
-0.48146,1.5894
-0.70526,1.3965
-0.49328,1.7115
-0.69802,1.6046
-0.83845,1.7256
-0.6261,1.5631
-0.55957,0.87138
-0.7874,1.5492
-0.80925,1.4555
-0.68589,1.1116
-0.86569,1.5338
-0.90167,1.7092
-0.80924,1.1868
-0.73438,1.6409
-0.7169,1.5632
-0.14024,0.74613
-0.75555,1.2947
-0.7083,1.4986
-0.72006,1.1737
-0.36523,1.5965
-0.67131,1.3314
-0.54494,1.6685
-1.0013,1.7251
-0.63238,1.2818
-0.56806,1.2848
-0.68318,1.5741
-0.28243,1.6017
-0.87963,1.683
-0.78517,1.4346
-0.4569,1.0039
-0.76727,1.232
-0.73346,1.3913
-0.59287,1.0582
-0.84381,1.0944
-2.342,-0.62931
-0.80729,1.4735
-0.01766,0.81019
-0.33357,0.43101
-0.44653,0.82005
-0.89444,1.1397
-0.72121,1.5873
-0.59481,1.0825
0.093878,0.63047
0.39181,1.7648
-0.69031,0.91864
-0.56597,1.0257
-0.41373,0.92829
0.16635,1.6878
0.25018,0.85058
-0.47615,1.151
-0.55977,0.99233
0.12787,0.71415
-0.059361,0.83136
-0.23749,0.74974
-0.82899,1.4927
-0.68825,1.0255
-1.1322,0.76352
-0.31343,0.31765
-0.55221,0.90627
-0.66398,0.75525
-0.71491,1.3099
-0.14672,1.5536
-0.55397,1.1916
-0.83673,1.5216
-0.48851,1.1184
-0.42626,1.7238
-0.58862,1.1734
-0.76306,0.8973
-0.66325,1.2626
-0.61198,1.33
-0.82662,1.53
-0.90542,1.3073
-0.79121,1.0643
